TARGET_deathRate,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctPrivateCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds
184.8,482.9,39449,22.2,34.8,33.6,35.9,"Delaware County, Indiana",2.4,42.1,9.4,19,63.5,8.2,68.2,32.3,16.8,88.76550049,5.806451613,1.259641198,0.547151319,43.3294727
194.9,486,59399,9.7,41.9,41.3,43.2,"Mills County, Iowa",2.63,58.6,22.3,29.1,NA,1.1,76.7,32.1,12.8,97.53734356,0.719956937,0.080742834,0.040371417,61.64104464
136.5,364.9,122641,3.9,35.3,34.9,35.6,"Loudoun County, Virginia",3.08,61.2,16.6,26.5,NA,17.1,86.9,11.8,4.6,67.77024968,7.432026406,16.20002905,3.625732993,65.51325905
166.4,385.7,50998,10.5,45,45.1,44.9,"Buffalo County, Wisconsin",2.29,59,14.5,39,NA,5.5,73.4,34.5,16,97.49230423,0.473008484,0.090096854,0.848412043,54.08074857
163.6,494.4,46283,17.2,39.9,37.8,42,"Broome County, New York",2.37,43.8,9.7,24.4,NA,11.6,69.2,38.9,21.2,86.90110201,5.433811392,4.089493319,0.995492016,43.30106657
202.9,375.9,30489,33.4,37.5,36.6,39.6,"St. Francis County, Arkansas",2.51,37.4,20.7,31.3,45.3,2.7,45.2,48.4,32.4,43.44121412,51.87420004,0.288901079,2.062534284,37.06256628
175,516.3,58392,10.2,38.3,37.1,39.1,"McClain County, Oklahoma",2.74,60.9,14.9,41,NA,2.8,71.2,28,13.6,83.79984663,0.922984224,0.60254163,2.623794917,61.37873754
209.2,526.5,36808,26.4,31.9,31.1,32.8,"Forrest County, Mississippi",2.58,38.9,9.2,18.7,NA,7.8,56.5,35.7,22.4,59.84370698,36.59511978,0.886359762,0.831290073,38.54840439
217,457,36739,21.4,43.2,42,45.1,"Fayette County, West Virginia",2.47,50.9,17.3,49.3,NA,4.4,53.4,47.8,27.8,93.37637809,5.160978609,0.103219572,0.230596917,49.88397759
157.6,453.5494221,41303,13.5,50.7,50.3,50.9,"Smith County, Kansas",2.21,60.7,10,37.2,NA,4.8,76,39.1,15.4,97.48663102,0.427807487,0.160427807,0.053475936,56.26874625
240.8,521.3,28341,25.7,40.7,40.7,40.8,"Clinton County, Kentucky",0.026,51.5,20.7,32.8,40.3,6.1,50.3,48.4,30.2,97.10443659,0.569297212,0.225755791,0.785237534,50.95904614
184.4,453.5494221,45180,15,38.2,36.5,40,"Cowley County, Kansas",2.48,51.9,12.8,32.3,46,8.9,69,34.4,17.4,87.71861748,3.168047895,1.610355054,1.89306799,50.73056692
205.8,474.6,35664,20.6,43.2,41.3,46.1,"Fayette County, Alabama",2.36,53.6,16.6,31.8,49.6,2.1,65.3,43.4,21.1,85.546875,12.38754735,0.390625,0,51.49921842
208.1,451.1,44623,15.5,41.4,38.8,43.8,"Perry County, Indiana",2.42,53.9,28.3,38.9,27.6,5.2,72.7,32.2,15.5,94.83362522,3.049345833,0.262697023,0.257546101,56.28948091
240.2,495.8,30671,31.2,42.8,39.3,45.7,"Fulton County, Kentucky",2.33,47.1,26.2,31.5,41.3,1,54.5,49.1,26.2,72.20492059,25.07007163,0.140143258,0.264715042,45.44392523
175.9,461.8,37782,23.2,42.6,42.2,43.5,"Okanogan County, Washington",2.42,54.1,26.1,41.4,NA,5.8,49.5,46.4,28.7,75.10645505,0.616955386,0.866156973,8.356721185,51.01389975
180.9,466.4,45704,18.5,39.8,37.5,43.2,"Franklin County, New York",2.36,45,23.6,33.1,NA,5.9,64.6,40.5,21.6,82.97971919,5.569422777,0.430967239,1.653666147,45.98391477
248.1,578.9,40260,18.6,41.1,39.3,42.6,"Mason County, Kentucky",2.52,53.3,18.3,31.8,42.3,7.6,63.6,38.7,20.8,89.8993987,6.805041628,0.300647549,0.046253469,51.97446556
167.3,425.8,44854,19.7,41.6,39.4,43.3,"Lancaster County, South Carolina",2.7,47.1,22.1,37.8,NA,4.6,61.1,37.4,20.2,73.83434035,22.79635258,0.754340844,0.822022323,48.64432727
167.5,405.3,52003,10.9,31.1,29.7,32.4,"LaGrange County, Indiana",0.0322,60.5,59.7,20.2,NA,2.4,43.1,23.8,13.4,97.85474215,0.049889717,0.257325911,0.081399013,67.85561908
224,508,33134,27.4,42.3,40.6,43.4,"Bienville Parish, Louisiana",2.35,43.4,20.3,39.6,35.1,5,53.6,44.2,24.3,55.59848322,41.94748515,0.007154611,1.101810117,40.16167871
137.7,332.9,29497,35.8,30.8,29,32.3,"McKinley County, New Mexico",3.97,33.5,25.1,35.8,NA,2.9,25,47.9,37.6,16.93289008,0.814886889,0.968945107,3.735236087,39.14033281
144.6,375,33387,23.3,56.5,58.6,55,"Wheeler County, Oregon",1.97,60.6,12.5,22.2,NA,19.4,74.4,46.6,11.9,96.81008902,0,0.370919881,0.370919881,54.69448584
201.3,467.9,34008,24.5,34.9,34.4,36.1,"Toombs County, Georgia",2.5,52.1,25.8,37.5,NA,1.8,46.3,39.4,26.5,66.40205807,25.69276001,0.915104741,4.318265344,48.43179478
196.5,475.7,39721,18.5,48.9,47.9,49.9,"Gladwin County, Michigan",2.3,57.2,24.9,36.2,NA,3.5,61.6,49.8,21.6,97.57656562,0.360770166,0.411748559,0.082349712,53.97810219
168.5,472.1,60460,14.3,32.7,32.2,33.2,"McLean County, Illinois",2.53,47.6,5.8,15.4,69.3,9.6,80.4,24.3,12.6,83.96028051,8.002241298,4.6997932,0.975080005,49.15220518
142.1,392,53290,13.6,30.1,27.2,32.2,"Wayne County, Nebraska",2.33,53.9,3.6,17.7,NA,2.4,82.7,22.2,9.1,95.25729443,3.342175066,0.021220159,0.732095491,58.74285714
140,388.9,50107,13.5,51.5,51.7,51.4,"Bandera County, Texas",2.45,57.5,21.8,48.5,NA,1.6,63,37.3,15.3,93.48432391,1.41373341,0.216387767,0.543373726,56.63289918
206.3,536.1,43945,17.6,42.6,40.7,44.7,"Mercer County, Kentucky",0.024,56.4,11.9,46.8,37.7,3.6,66,38,20.6,92.84977978,3.767219567,0.473245244,1.082372786,53.73980054
163.5,405.3,46332,16.8,35.5,34.6,37,"Minidoka County, Idaho",2.83,60.3,15.9,43.9,NA,0.9,55.7,32.2,18.7,89.35844963,0.290941368,0.369840722,6.972730411,61.27588137
119.3,428.8,70797,7.2,30.2,29.4,30.9,"Davis County, Utah",3.29,61.4,14.2,34.6,NA,4.7,81.5,18.8,9,89.65284779,1.215311064,1.933983561,3.030546674,68.10336023
159.7,430.2,53572,12,40.9,39.8,42.4,"Lewis and Clark County, Montana",2.38,51.7,13.6,31.7,49.4,5.3,74.1,30.3,13.2,93.63954894,0.526339948,0.627323776,0.2585798,49.23186185
177.2,490.7,42655,18.3,38.3,36.8,39.7,"Allegany County, New York",2.36,47.6,7.2,21.4,NA,5.7,67.8,38.7,20.2,95.65633451,1.408362804,1.196172249,0.4784689,49.29176921
172.7,423.7,44531,15.1,42.5,40.7,44.1,"Huntingdon County, Pennsylvania",2.36,51.4,9.9,50.5,34.3,5.2,70.5,38.2,17.9,92.1491744,5.284712238,0.457456542,0.411710887,55.09433962
153.9,388.8,48125,11.7,43.8,42.2,45,"Spink County, South Dakota",2.41,54,24.9,39.7,NA,6.8,69.9,34.9,18.3,95.78386606,0.426179604,0,1.065449011,50.96921323
119.8,348.4,48653,21.3,30.8,30.7,31,"Coconino County, Arizona",0.027,41.2,9.7,26.3,NA,7.1,61.1,29.8,17.8,62.81592673,1.563265814,1.658363874,3.577150131,44.86582724
164.9,438.1,70929,10.9,36.4,35.5,37.3,"Montgomery County, Texas",2.88,56.3,20.3,32.8,NA,7.4,68.4,23.3,13.5,86.40590864,3.543473157,2.513201721,3.716577859,58.84967501
142.1,269.9,32366,33.1,33.4,32.3,34.4,"Apache County, Arizona",3.67,34.8,25.8,39.1,34,1.1,31.5,50.8,38.8,23.2405302,0.612833453,0.427042316,1.056513782,40.00103778
136.8,421.9,41004,19.4,41.1,40.4,41.4,"Chouteau County, Montana",2.5,54.6,28.9,24.8,NA,8.9,53.1,38.7,22.9,76.1058924,0.068317677,0.290350128,0.905209223,53.01573427
194.4,444.5,33293,26.6,35.3,35.5,35.1,"Evans County, Georgia",0.026,47.6,15.2,33.7,48.8,2.3,52.1,41.8,27.5,58.39652303,30.16460144,0.841501757,10.15350472,45.90657961
161.3,385.3,33755,21.5,41.6,40.4,43.4,"Texas County, Missouri",2.67,48.4,26.2,38.8,NA,1.4,52.1,45.7,27.3,92.99397707,1.75636293,0.085486691,0.334175248,50.64593825
183.7,498.7,43518,18.9,37.8,35.8,39.6,"St. Lawrence County, New York",2.42,44.3,11.5,23.1,NA,7,66.9,37.8,20.5,93.11764023,2.222103186,1.004365643,0.814205748,46.34128688
203.8,464.3,34655,24.5,46.4,46.1,46.8,"Clare County, Michigan",2.28,51.6,21.2,35.1,NA,2.3,55.6,51.1,25.8,96.48323022,0.452621296,0.244220124,0.28980788,48.18559034
126.3,321,26336,31,30.5,29.1,32.7,"Zavala County, Texas",3.26,40.2,19,29.9,NA,0,32.9,48.6,35.5,91.16086235,0.456053068,0,7.76119403,42.01819686
230.6,544.2,35726,21.7,39.7,39.2,40.4,"Grayson County, Kentucky",2.6,55.1,18.3,42.8,NA,2.9,57.5,42.6,24.5,95.98861582,1.153801777,0.196146302,1.099957694,56.2296748
189.6,477.3,40124,20.1,39,37.6,40.5,"Houston County, Alabama",2.62,46.9,18,36.1,NA,5,63.4,36.7,20.7,69.70656982,26.4251357,0.764966098,0.823883942,46.61581243
169.9,453.5494221,51597,13.4,45.4,44.4,47.1,"Norman County, Minnesota",2.4,56.2,14.4,31.8,46.8,7,70.3,40.5,18.8,93.21578004,0.508069337,0.403466826,0.941422594,54.91202346
185.9,456.8,36285,21.7,44.8,43.7,45.9,"Hardin County, Tennessee",2.58,51.2,23.9,37.2,37.7,1.2,53.6,45,25.8,94.11969112,3.150579151,0.324324324,0.077220077,52.91257218
141.8,453.5494221,59900,8.4,45,43.6,46.4,"Houston County, Minnesota",2.35,58.1,11.8,30.3,NA,8.9,76.7,34.2,15,97.24643844,0.302998086,0.223261748,0.154156921,55.63023079
190.7,459.5,53872,12.9,38.9,38.1,39.5,"Hardin County, Texas",2.64,58.4,18.1,41.7,NA,3.7,65.9,27.8,14.1,91.09887133,5.807674944,0.633860045,1.094356659,57.44026155
191.5,501.1,44800,15.6,39.8,38.3,41,"Bay County, Florida",2.54,49,19.6,32.1,NA,6.8,60.6,36.3,19.6,82.06874134,10.76742343,2.033612199,0.616470776,47.33223403
198.5,426.8,34971,23,42.7,41.6,43.6,"Ouachita County, Arkansas",2.34,48.2,14.6,43.6,NA,3.3,57.3,46.1,25.9,57.15141351,40.18527392,0.155725922,0.187669701,43.8495072
